agent_id,agent_team,agent_skill,channel,queue,call_start,call_end,wait_time_sec,handle_time_sec,hold_time_sec,transfers,outcome,satisfaction,segment,rpc_label,cost_usd,revenue_usd,contactability_score,account_age_days,prior_calls_30d,duration_sec,date,day_of_week,hour,week,agent_id_freq,cluster,_rpc_label
543,East,Billing,email,Sales,2025-03-04 07:49:45,2025-03-04 07:50:39,10,44,0,1,callback,5,A,0,0.78,7.92,0.1122,278,0,54,2025-03-04,Tuesday,7,10,0.0178,0,0
502,North,Tech,phone,Billing,2025-03-04 08:39:43,2025-03-04 08:41:19,7,89,0,0,resolved,4,A,0,1.78,0.0,0.1465,946,0,96,2025-03-04,Tuesday,8,10,0.0161,0,0
525,North,Sales,chat,Technical Support,2025-03-04 08:40:01,2025-03-04 08:42:36,48,107,0,1,resolved,5,A,0,3.26,0.0,0.1167,1581,2,155,2025-03-04,Tuesday,8,10,0.0168,0,0
559,West,Billing,chat,Sales,2025-03-04 08:46:16,2025-03-04 08:50:45,24,245,0,0,resolved,4,C,0,4.08,23.22,0.1707,1021,0,269,2025-03-04,Tuesday,8,10,0.0182,1,0
559,West,Billing,phone,Technical Support,2025-03-04 08:48:21,2025-03-04 08:49:52,40,51,0,1,resolved,4,A,0,1.58,0.0,0.245,379,2,91,2025-03-04,Tuesday,8,10,0.0182,0,0
521,North,Sales,phone,Technical Support,2025-03-04 08:52:52,2025-03-04 08:55:51,37,142,0,0,resolved,4,C,0,4.26,0.0,0.2984,276,1,179,2025-03-04,Tuesday,8,10,0.01765,0,0
504,North,Tech,phone,Billing,2025-03-04 09:02:35,2025-03-04 09:06:56,137,119,5,0,resolved,2,B,0,2.38,0.0,0.375,1593,3,261,2025-03-04,Tuesday,9,10,0.0171,2,0
523,East,Tech,phone,Technical Support,2025-03-04 09:07:02,2025-03-04 09:09:33,65,83,3,0,resolved,5,B,0,2.49,0.0,0.3462,1529,2,151,2025-03-04,Tuesday,9,10,0.01755,0,0
537,West,Retention,phone,Technical Support,2025-03-04 09:13:09,2025-03-04 09:17:02,53,180,0,0,escalated,2,B,0,5.4,0.0,0.0499,978,0,233,2025-03-04,Tuesday,9,10,0.01475,1,0
506,West,Tech,phone,Technical Support,2025-03-04 09:36:14,2025-03-04 09:38:50,39,117,0,0,resolved,4,B,0,3.51,0.0,0.1745,253,2,156,2025-03-04,Tuesday,9,10,0.01745,0,0
540,North,Tech,phone,Sales,2025-03-04 09:37:48,2025-03-04 09:42:17,61,207,1,0,resolved,5,A,0,3.45,50.93,0.1275,1149,1,269,2025-03-04,Tuesday,9,10,0.01705,1,0
547,North,Billing,chat,Sales,2025-03-04 09:44:37,2025-03-04 09:47:20,65,93,5,0,escalated,3,A,0,1.55,2.52,0.2231,1831,0,163,2025-03-04,Tuesday,9,10,0.0182,0,0
545,South,Tech,phone,Billing,2025-03-04 09:46:01,2025-03-04 09:47:24,14,69,0,0,resolved,5,B,0,1.38,0.0,0.041,1760,1,83,2025-03-04,Tuesday,9,10,0.01575,0,0
517,North,Sales,phone,Technical Support,2025-03-04 10:00:08,2025-03-04 10:02:42,21,133,0,2,resolved,5,B,0,4.09,0.0,0.1972,1892,1,154,2025-03-04,Tuesday,10,10,0.0161,0,0
512,West,Tech,chat,Technical Support,2025-03-04 10:09:12,2025-03-04 10:12:05,69,102,2,0,resolved,4,C,0,3.06,0.0,0.4114,639,1,173,2025-03-04,Tuesday,10,10,0.0169,0,0
550,North,Sales,phone,Sales,2025-03-04 10:15:01,2025-03-04 10:20:38,51,286,0,0,resolved,4,B,0,4.77,20.03,0.3466,631,5,337,2025-03-04,Tuesday,10,10,0.0168,1,0
504,North,Tech,phone,Billing,2025-03-04 10:25:08,2025-03-04 10:32:18,18,412,0,0,resolved,4,B,0,8.24,0.0,0.2344,1108,0,430,2025-03-04,Tuesday,10,10,0.0171,1,0
507,South,Tech,email,Technical Support,2025-03-04 10:38:01,2025-03-04 10:38:57,26,30,0,0,escalated,4,C,0,0.9,0.0,0.2161,164,3,56,2025-03-04,Tuesday,10,10,0.0173,0,0
504,North,Tech,phone,Sales,2025-03-04 10:46:38,2025-03-04 10:49:16,77,54,27,0,callback,4,C,0,0.91,11.12,0.5771,1589,1,158,2025-03-04,Tuesday,10,10,0.0171,2,0
506,West,Tech,phone,Billing,2025-03-04 10:47:57,2025-03-04 10:52:43,53,233,0,1,resolved,4,A,0,4.71,0.0,0.1586,1513,4,286,2025-03-04,Tuesday,10,10,0.01745,1,0
511,North,Tech,phone,Technical Support,2025-03-04 11:03:08,2025-03-04 11:07:07,8,231,0,0,resolved,5,C,0,6.93,0.0,0.2019,404,1,239,2025-03-04,Tuesday,11,10,0.0167,1,0
557,East,Tech,phone,Billing,2025-03-04 11:13:23,2025-03-04 11:15:03,31,69,0,0,resolved,5,A,0,1.38,0.0,0.1268,1996,0,100,2025-03-04,Tuesday,11,10,0.0178,0,0
502,North,Tech,phone,Technical Support,2025-03-04 11:16:01,2025-03-04 11:18:56,81,67,27,1,callback,3,B,0,2.07,0.0,0.5302,390,2,175,2025-03-04,Tuesday,11,10,0.0161,2,0
557,East,Tech,phone,Billing,2025-03-04 11:43:57,2025-03-04 11:46:08,59,72,0,0,callback,5,B,0,1.44,0.0,0.2953,1951,1,131,2025-03-04,Tuesday,11,10,0.0178,0,0
554,East,Tech,phone,Billing,2025-03-04 11:52:29,2025-03-04 11:56:20,134,90,7,0,escalated,5,A,0,1.8,0.0,0.2924,1601,1,231,2025-03-04,Tuesday,11,10,0.0165,2,0
547,North,Billing,phone,Technical Support,2025-03-04 11:55:10,2025-03-04 11:57:49,36,123,0,0,resolved,5,C,0,3.69,0.0,0.2934,905,2,159,2025-03-04,Tuesday,11,10,0.0182,0,0
515,East,Tech,phone,Technical Support,2025-03-04 12:06:24,2025-03-04 12:08:28,41,83,0,0,callback,4,B,0,2.49,0.0,0.1026,1836,1,124,2025-03-04,Tuesday,12,10,0.01695,0,0
553,South,Billing,phone,Technical Support,2025-03-04 12:07:28,2025-03-04 12:08:48,11,69,0,0,resolved,4,B,0,2.07,0.0,0.0628,227,0,80,2025-03-04,Tuesday,12,10,0.0187,0,0
549,South,Billing,chat,Retention,2025-03-04 12:29:28,2025-03-04 12:34:31,76,221,6,0,resolved,4,B,0,5.9,0.0,0.2933,1021,3,303,2025-03-04,Tuesday,12,10,0.01715,1,0
530,West,Sales,chat,Technical Support,2025-03-04 12:34:48,2025-03-04 12:36:47,41,78,0,0,resolved,3,B,0,2.34,0.0,0.1872,826,3,119,2025-03-04,Tuesday,12,10,0.0165,0,0
556,West,Tech,email,Billing,2025-03-04 12:39:46,2025-03-04 12:45:10,191,119,14,0,resolved,4,B,0,2.38,0.0,0.0822,1418,1,324,2025-03-04,Tuesday,12,10,0.01615,2,0
508,West,Retention,chat,Billing,2025-03-04 13:18:52,2025-03-04 13:21:13,33,108,0,1,escalated,2,C,0,2.21,0.0,0.2299,696,0,141,2025-03-04,Tuesday,13,10,0.01635,0,0
549,South,Billing,phone,Billing,2025-03-04 13:19:11,2025-03-04 13:24:52,99,231,11,0,resolved,4,B,0,4.62,0.0,0.2254,1595,1,341,2025-03-04,Tuesday,13,10,0.01715,2,0
552,North,Billing,chat,Sales,2025-03-04 13:28:18,2025-03-04 13:30:13,19,96,0,1,resolved,4,A,0,1.65,43.93,0.2915,1718,2,115,2025-03-04,Tuesday,13,10,0.01605,0,0
516,West,Tech,phone,Technical Support,2025-03-04 13:40:01,2025-03-04 13:42:21,68,50,22,1,resolved,4,B,0,1.56,0.0,0.0697,333,0,140,2025-03-04,Tuesday,13,10,0.0161,2,0
538,South,Billing,chat,Technical Support,2025-03-04 13:54:42,2025-03-04 13:57:35,49,124,0,0,resolved,5,A,0,3.72,0.0,0.2625,1747,4,173,2025-03-04,Tuesday,13,10,0.01715,0,0
528,West,Retention,phone,Billing,2025-03-04 13:55:05,2025-03-04 13:56:47,44,58,0,0,resolved,3,C,0,1.16,0.0,0.2538,1392,3,102,2025-03-04,Tuesday,13,10,0.017,0,0
522,South,Billing,phone,Retention,2025-03-04 14:11:35,2025-03-04 14:13:59,8,136,0,0,callback,5,A,0,3.63,0.0,0.1626,1343,1,144,2025-03-04,Tuesday,14,10,0.01595,0,0
503,North,Tech,phone,Technical Support,2025-03-04 14:18:19,2025-03-04 14:20:42,46,97,0,0,resolved,4,B,0,2.91,0.0,0.1532,695,0,143,2025-03-04,Tuesday,14,10,0.0174,0,0
558,North,Sales,phone,Billing,2025-03-04 14:26:08,2025-03-04 14:27:26,48,30,0,1,abandoned,3,A,0,0.65,0.0,0.0326,600,1,78,2025-03-04,Tuesday,14,10,0.0166,0,0
517,North,Sales,phone,Billing,2025-03-04 14:44:19,2025-03-04 14:47:22,25,158,0,1,resolved,4,A,0,3.21,0.0,0.047,1785,1,183,2025-03-04,Tuesday,14,10,0.0161,0,0
558,North,Sales,chat,Retention,2025-03-04 14:44:21,2025-03-04 14:46:08,56,51,0,0,resolved,4,C,0,1.36,0.0,0.3505,952,1,107,2025-03-04,Tuesday,14,10,0.0166,0,0
524,North,Tech,phone,Retention,2025-03-04 14:48:46,2025-03-04 14:51:33,6,161,0,0,resolved,3,C,0,4.29,0.0,0.1882,225,1,167,2025-03-04,Tuesday,14,10,0.01805,0,0
522,South,Billing,chat,Technical Support,2025-03-04 14:59:15,2025-03-04 15:04:22,15,292,0,0,resolved,4,C,0,8.76,0.0,0.1948,355,1,307,2025-03-04,Tuesday,14,10,0.01595,1,0
538,South,Billing,phone,Billing,2025-03-04 15:01:38,2025-03-04 15:02:57,32,47,0,0,resolved,4,A,0,0.94,0.0,0.1052,1508,5,79,2025-03-04,Tuesday,15,10,0.01715,0,0
524,North,Tech,phone,Technical Support,2025-03-04 15:03:42,2025-03-04 15:07:09,15,192,0,1,resolved,3,B,0,5.81,0.0,0.1103,1001,1,207,2025-03-04,Tuesday,15,10,0.01805,1,0
525,North,Sales,phone,Sales,2025-03-04 15:10:24,2025-03-04 15:14:20,86,142,8,0,callback,3,B,1,2.37,9.92,0.1984,338,2,236,2025-03-04,Tuesday,15,10,0.0168,2,1
542,North,Retention,phone,Billing,2025-03-04 15:19:10,2025-03-04 15:21:07,8,109,0,0,resolved,4,B,0,2.18,0.0,0.2523,1669,4,117,2025-03-04,Tuesday,15,10,0.0147,0,0
541,East,Tech,phone,Sales,2025-03-04 15:25:36,2025-03-04 15:30:52,85,230,1,0,resolved,4,B,0,3.83,19.56,0.3054,1558,4,316,2025-03-04,Tuesday,15,10,0.01605,1,0
534,East,Billing,phone,Sales,2025-03-04 15:42:07,2025-03-04 15:44:53,29,137,0,0,resolved,3,A,0,2.28,41.08,0.1572,1100,2,166,2025-03-04,Tuesday,15,10,0.017,0,0
514,East,Billing,phone,Sales,2025-03-04 15:44:07,2025-03-04 15:45:23,6,70,0,0,resolved,3,B,0,1.17,6.81,0.3234,570,1,76,2025-03-04,Tuesday,15,10,0.0159,0,0
527,East,Tech,phone,Sales,2025-03-04 15:51:15,2025-03-04 15:53:13,24,94,0,0,resolved,4,B,0,1.57,34.12,0.0944,882,1,118,2025-03-04,Tuesday,15,10,0.0163,0,0
539,South,Billing,phone,Technical Support,2025-03-04 15:54:58,2025-03-04 15:57:41,104,59,0,0,resolved,4,B,1,1.77,0.0,0.1586,1513,4,163,2025-03-04,Tuesday,15,10,0.0158,0,1
500,East,Tech,chat,Technical Support,2025-03-04 16:10:10,2025-03-04 16:12:46,35,121,0,0,resolved,4,B,1,3.63,0.0,0.2625,1824,3,156,2025-03-04,Tuesday,16,10,0.0171,0,1
518,West,Tech,phone,Technical Support,2025-03-04 16:24:07,2025-03-04 16:28:08,85,136,20,0,resolved,4,C,0,4.09,0.0,0.1852,332,0,241,2025-03-04,Tuesday,16,10,0.01635,2,0
524,North,Tech,chat,Billing,2025-03-04 16:30:53,2025-03-04 16:33:20,24,123,0,0,resolved,3,C,0,2.46,0.0,0.2443,680,2,147,2025-03-04,Tuesday,16,10,0.01805,0,0
510,South,Tech,chat,Technical Support,2025-03-04 16:41:43,2025-03-04 16:45:19,46,170,0,0,callback,4,B,0,5.1,0.0,0.0835,84,0,216,2025-03-04,Tuesday,16,10,0.01615,1,0
529,East,Tech,phone,Billing,2025-03-04 16:44:12,2025-03-04 16:48:22,37,213,0,0,resolved,5,A,0,4.26,0.0,0.3083,1896,2,250,2025-03-04,Tuesday,16,10,0.0163,1,0
504,North,Tech,phone,Technical Support,2025-03-04 16:45:15,2025-03-04 16:47:34,23,116,0,0,resolved,4,A,0,3.48,0.0,0.0736,1897,0,139,2025-03-04,Tuesday,16,10,0.0171,0,0
522,South,Billing,phone,Retention,2025-03-04 16:50:44,2025-03-04 16:52:05,21,60,0,0,resolved,4,C,0,1.6,0.0,0.225,1527,1,81,2025-03-04,Tuesday,16,10,0.01595,0,0
553,South,Billing,phone,Technical Support,2025-03-04 16:57:26,2025-03-04 17:01:21,69,165,1,0,resolved,3,A,0,4.95,0.0,0.1867,1157,1,235,2025-03-04,Tuesday,16,10,0.0187,1,0
526,South,Retention,phone,Billing,2025-03-04 17:23:49,2025-03-04 17:25:55,23,103,0,0,resolved,4,C,0,2.06,0.0,0.0362,1131,3,126,2025-03-04,Tuesday,17,10,0.01705,0,0
549,South,Billing,phone,Technical Support,2025-03-04 17:29:41,2025-03-04 17:32:00,14,125,0,0,resolved,4,B,0,3.75,0.0,0.1284,354,0,139,2025-03-04,Tuesday,17,10,0.01715,0,0
551,North,Billing,phone,Billing,2025-03-04 18:06:58,2025-03-04 18:09:38,33,127,0,0,escalated,5,B,0,2.54,0.0,0.2018,1225,3,160,2025-03-04,Tuesday,18,10,0.0159,0,0
555,South,Tech,chat,Technical Support,2025-03-04 18:31:39,2025-03-04 18:34:27,7,161,0,1,resolved,4,B,0,4.88,0.0,0.3883,66,4,168,2025-03-04,Tuesday,18,10,0.01575,0,0
558,North,Sales,phone,Technical Support,2025-03-04 18:50:49,2025-03-04 18:52:47,29,89,0,0,resolved,3,A,0,2.67,0.0,0.0799,1595,0,118,2025-03-04,Tuesday,18,10,0.0166,0,0
516,West,Tech,phone,Technical Support,2025-03-04 18:59:41,2025-03-04 19:03:59,92,164,2,0,resolved,4,A,0,4.92,0.0,0.2505,532,4,258,2025-03-04,Tuesday,18,10,0.0161,1,0
555,South,Tech,chat,Technical Support,2025-03-04 19:38:13,2025-03-04 19:41:47,32,182,0,0,resolved,4,C,0,5.46,0.0,0.1077,364,0,214,2025-03-04,Tuesday,19,10,0.01575,1,0
527,East,Tech,phone,Technical Support,2025-03-04 19:55:33,2025-03-04 19:56:49,3,73,0,1,callback,4,B,0,2.24,0.0,0.2086,1288,0,76,2025-03-04,Tuesday,19,10,0.0163,0,0
543,East,Billing,phone,Sales,2025-03-04 20:54:20,2025-03-04 20:55:47,7,80,0,0,resolved,5,B,1,1.33,13.44,0.3525,1647,0,87,2025-03-04,Tuesday,20,10,0.0178,0,1
534,East,Billing,phone,Billing,2025-03-04 20:55:18,2025-03-04 20:57:56,17,141,0,1,abandoned,4,C,0,2.87,0.0,0.254,79,1,158,2025-03-04,Tuesday,20,10,0.017,0,0
559,West,Billing,phone,Billing,2025-03-04 21:17:33,2025-03-04 21:21:17,53,171,0,0,callback,4,A,0,3.42,0.0,0.3219,96,3,224,2025-03-04,Tuesday,21,10,0.0182,0,0
546,North,Retention,chat,Billing,2025-03-04 21:26:25,2025-03-04 21:28:59,76,75,3,0,resolved,3,A,0,1.5,0.0,0.224,116,2,154,2025-03-04,Tuesday,21,10,0.0175,0,0
523,East,Tech,phone,Technical Support,2025-03-04 21:28:57,2025-03-04 21:31:32,39,116,0,0,resolved,5,C,0,3.48,0.0,0.1853,1246,0,155,2025-03-04,Tuesday,21,10,0.01755,0,0
543,East,Billing,email,Technical Support,2025-03-04 21:54:22,2025-03-04 21:57:05,35,128,0,0,resolved,3,A,0,3.84,0.0,0.19,1859,0,163,2025-03-04,Tuesday,21,10,0.0178,0,0
515,East,Tech,phone,Sales,2025-03-04 22:16:05,2025-03-04 22:18:39,18,136,0,0,resolved,4,A,0,2.27,1.67,0.281,805,2,154,2025-03-04,Tuesday,22,10,0.01695,0,0
501,North,Sales,phone,Sales,2025-03-04 22:37:18,2025-03-04 22:39:11,13,100,0,0,resolved,3,C,0,1.67,5.75,0.1465,946,0,113,2025-03-04,Tuesday,22,10,0.01925,0,0
501,North,Sales,chat,Technical Support,2025-03-04 23:13:13,2025-03-04 23:14:42,32,57,0,0,resolved,3,B,0,1.71,0.0,0.1395,1542,3,89,2025-03-04,Tuesday,23,10,0.01925,0,0
548,South,Sales,phone,Billing,2025-03-05 00:25:41,2025-03-05 00:29:02,27,174,0,0,resolved,4,B,0,3.48,0.0,0.0891,1242,1,201,2025-03-05,Wednesday,0,10,0.0166,0,0
528,West,Retention,phone,Billing,2025-03-05 02:23:34,2025-03-05 02:25:22,12,96,0,0,resolved,4,B,0,1.92,0.0,0.2677,855,2,108,2025-03-05,Wednesday,2,10,0.017,0,0
516,West,Tech,phone,Billing,2025-03-05 02:37:09,2025-03-05 02:38:47,47,51,0,0,resolved,4,B,0,1.02,0.0,0.8054,1745,6,98,2025-03-05,Wednesday,2,10,0.0161,0,0
524,North,Tech,phone,Technical Support,2025-03-05 03:44:21,2025-03-05 03:45:27,6,60,0,0,escalated,2,B,0,1.8,0.0,0.103,1825,2,66,2025-03-05,Wednesday,3,10,0.01805,0,0
503,North,Tech,phone,Technical Support,2025-03-05 06:47:15,2025-03-05 06:51:03,49,179,0,0,resolved,4,B,0,5.37,0.0,0.1868,1658,2,228,2025-03-05,Wednesday,6,10,0.0174,1,0
539,South,Billing,chat,Sales,2025-03-05 07:18:50,2025-03-05 07:20:56,13,113,0,0,escalated,3,B,0,1.88,26.47,0.1739,1451,0,126,2025-03-05,Wednesday,7,10,0.0158,0,0
513,North,Tech,phone,Retention,2025-03-05 08:15:57,2025-03-05 08:23:53,22,454,0,0,resolved,4,B,0,12.11,0.0,0.1981,726,1,476,2025-03-05,Wednesday,8,10,0.0162,1,0
524,North,Tech,phone,Billing,2025-03-05 09:29:33,2025-03-05 09:34:29,140,127,29,0,resolved,4,B,0,2.55,0.0,0.0885,353,2,296,2025-03-05,Wednesday,9,10,0.01805,2,0
550,North,Sales,phone,Technical Support,2025-03-05 09:53:45,2025-03-05 09:56:04,13,126,0,0,resolved,5,B,0,3.78,0.0,0.2082,1815,1,139,2025-03-05,Wednesday,9,10,0.0168,0,0
512,West,Tech,phone,Sales,2025-03-05 09:55:03,2025-03-05 09:56:40,15,82,0,1,escalated,3,A,0,1.42,19.7,0.4372,1694,2,97,2025-03-05,Wednesday,9,10,0.0169,0,0
558,North,Sales,phone,Retention,2025-03-05 10:37:54,2025-03-05 10:40:35,89,66,6,0,resolved,3,A,0,1.76,0.0,0.2025,1212,0,161,2025-03-05,Wednesday,10,10,0.0166,2,0
531,West,Sales,phone,Billing,2025-03-05 10:40:56,2025-03-05 10:43:55,67,104,8,0,resolved,4,C,1,2.08,0.0,0.1441,184,2,179,2025-03-05,Wednesday,10,10,0.0176,2,1
507,South,Tech,phone,Technical Support,2025-03-05 11:14:58,2025-03-05 11:19:13,5,250,0,0,resolved,4,A,0,7.5,0.0,0.2497,1893,0,255,2025-03-05,Wednesday,11,10,0.0173,1,0
534,East,Billing,phone,Billing,2025-03-05 11:19:52,2025-03-05 11:21:33,21,80,0,0,resolved,3,C,0,1.6,0.0,0.1135,850,1,101,2025-03-05,Wednesday,11,10,0.017,0,0
532,North,Sales,phone,Technical Support,2025-03-05 11:24:33,2025-03-05 11:26:37,28,96,0,0,resolved,4,A,0,2.88,0.0,0.2107,1418,2,124,2025-03-05,Wednesday,11,10,0.01585,0,0
555,South,Tech,phone,Billing,2025-03-05 12:03:35,2025-03-05 12:05:30,39,76,0,0,resolved,3,A,0,1.52,0.0,0.3831,332,0,115,2025-03-05,Wednesday,12,10,0.01575,0,0
547,North,Billing,phone,Billing,2025-03-05 12:05:16,2025-03-05 12:06:55,32,67,0,0,resolved,4,A,0,1.34,0.0,0.4623,1499,0,99,2025-03-05,Wednesday,12,10,0.0182,0,0
503,North,Tech,phone,Retention,2025-03-05 12:18:38,2025-03-05 12:21:58,30,170,0,1,resolved,5,C,0,4.58,0.0,0.495,1799,3,200,2025-03-05,Wednesday,12,10,0.0174,1,0
503,North,Tech,phone,Sales,2025-03-05 12:53:48,2025-03-05 12:56:02,77,53,4,0,resolved,2,B,0,0.88,52.29,0.2702,1973,2,134,2025-03-05,Wednesday,12,10,0.0174,0,0
546,North,Retention,phone,Billing,2025-03-05 13:00:54,2025-03-05 13:03:14,71,53,16,0,callback,4,C,0,1.07,0.0,0.1513,306,1,140,2025-03-05,Wednesday,13,10,0.0175,2,0
556,West,Tech,phone,Sales,2025-03-05 13:02:56,2025-03-05 13:06:57,129,112,0,0,resolved,5,C,0,1.87,8.01,0.2878,1185,2,241,2025-03-05,Wednesday,13,10,0.01615,2,0
501,North,Sales,phone,Technical Support,2025-03-05 13:09:44,2025-03-05 13:15:05,113,194,14,0,callback,5,B,0,5.82,0.0,0.1471,645,0,321,2025-03-05,Wednesday,13,10,0.01925,2,0
526,South,Retention,phone,Technical Support,2025-03-05 13:40:54,2025-03-05 13:45:25,86,182,3,0,resolved,3,B,0,5.46,0.0,0.0402,1149,2,271,2025-03-05,Wednesday,13,10,0.01705,1,0
500,East,Tech,chat,Sales,2025-03-05 14:04:00,2025-03-05 14:05:17,12,65,0,0,resolved,4,A,0,1.08,7.05,0.0891,1242,1,77,2025-03-05,Wednesday,14,10,0.0171,0,0
547,North,Billing,phone,Technical Support,2025-03-05 14:09:53,2025-03-05 14:13:23,36,174,0,0,resolved,5,B,0,5.22,0.0,0.1266,1477,1,210,2025-03-05,Wednesday,14,10,0.0182,1,0
520,North,Billing,phone,Billing,2025-03-05 14:24:22,2025-03-05 14:26:40,23,115,0,0,callback,3,A,0,2.3,0.0,0.1818,1188,1,138,2025-03-05,Wednesday,14,10,0.0132,0,0
530,West,Sales,chat,Sales,2025-03-05 14:25:16,2025-03-05 14:27:22,14,112,0,0,resolved,4,A,0,1.87,1.86,0.2434,588,2,126,2025-03-05,Wednesday,14,10,0.0165,0,0
514,East,Billing,phone,Technical Support,2025-03-05 14:28:34,2025-03-05 14:31:01,26,121,0,1,callback,4,B,0,3.68,0.0,0.2915,1718,2,147,2025-03-05,Wednesday,14,10,0.0159,0,0
509,West,Tech,phone,Sales,2025-03-05 15:03:52,2025-03-05 15:05:35,24,79,0,0,resolved,5,B,0,1.32,16.31,0.2652,1750,2,103,2025-03-05,Wednesday,15,10,0.01605,0,0
552,North,Billing,phone,Sales,2025-03-05 15:13:38,2025-03-05 15:16:26,21,147,0,0,callback,4,B,0,2.45,7.82,0.1773,1986,1,168,2025-03-05,Wednesday,15,10,0.01605,0,0
501,North,Sales,phone,Technical Support,2025-03-05 15:36:01,2025-03-05 15:39:07,50,136,0,0,resolved,3,B,0,4.08,0.0,0.4102,474,4,186,2025-03-05,Wednesday,15,10,0.01925,0,0
502,North,Tech,phone,Technical Support,2025-03-05 15:49:03,2025-03-05 15:51:45,65,87,10,0,resolved,5,A,0,2.61,0.0,0.2251,1058,1,162,2025-03-05,Wednesday,15,10,0.0161,2,0
516,West,Tech,phone,Technical Support,2025-03-05 15:53:17,2025-03-05 15:57:16,106,106,27,1,resolved,4,A,0,3.24,0.0,0.0496,311,1,239,2025-03-05,Wednesday,15,10,0.0161,2,0
542,North,Retention,phone,Sales,2025-03-05 15:57:35,2025-03-05 16:00:22,36,131,0,0,resolved,5,B,0,2.18,37.32,0.2082,1506,0,167,2025-03-05,Wednesday,15,10,0.0147,0,0
540,North,Tech,chat,Retention,2025-03-05 16:25:02,2025-03-05 16:27:05,19,104,0,0,callback,3,B,0,2.77,0.0,0.1533,1460,1,123,2025-03-05,Wednesday,16,10,0.01705,0,0
514,East,Billing,phone,Billing,2025-03-05 16:35:27,2025-03-05 16:38:35,71,113,4,0,resolved,4,A,0,2.26,0.0,0.0428,254,0,188,2025-03-05,Wednesday,16,10,0.0159,0,0
530,West,Sales,phone,Billing,2025-03-05 16:46:58,2025-03-05 16:48:50,53,59,0,0,resolved,2,C,0,1.18,0.0,0.2137,1333,3,112,2025-03-05,Wednesday,16,10,0.0165,0,0
519,South,Tech,phone,Billing,2025-03-05 16:50:04,2025-03-05 16:53:05,90,81,10,0,resolved,5,B,0,1.62,0.0,0.3416,569,2,181,2025-03-05,Wednesday,16,10,0.0165,2,0
518,West,Tech,phone,Billing,2025-03-05 17:00:00,2025-03-05 17:02:12,50,82,0,0,callback,3,B,0,1.64,0.0,0.1955,814,2,132,2025-03-05,Wednesday,17,10,0.01635,0,0
537,West,Retention,phone,Technical Support,2025-03-05 17:00:55,2025-03-05 17:03:19,36,108,0,0,resolved,5,C,0,3.24,0.0,0.0801,1425,0,144,2025-03-05,Wednesday,17,10,0.01475,0,0
515,East,Tech,chat,Technical Support,2025-03-05 17:06:46,2025-03-05 17:10:32,115,107,4,0,escalated,3,B,0,3.21,0.0,0.1532,1017,2,226,2025-03-05,Wednesday,17,10,0.01695,2,0
537,West,Retention,email,Technical Support,2025-03-05 17:06:50,2025-03-05 17:11:47,64,216,17,0,callback,4,C,0,6.49,0.0,0.1154,1856,3,297,2025-03-05,Wednesday,17,10,0.01475,2,0
525,North,Sales,phone,Billing,2025-03-05 17:15:20,2025-03-05 17:20:34,47,267,0,0,resolved,4,B,0,5.34,0.0,0.1055,186,0,314,2025-03-05,Wednesday,17,10,0.0168,1,0
533,West,Billing,phone,Retention,2025-03-05 17:21:21,2025-03-05 17:23:46,84,54,7,0,escalated,4,B,0,1.44,0.0,0.2462,1237,3,145,2025-03-05,Wednesday,17,10,0.01725,2,0
556,West,Tech,phone,Technical Support,2025-03-05 17:32:29,2025-03-05 17:35:47,48,150,0,0,callback,5,A,0,4.5,0.0,0.1821,1412,3,198,2025-03-05,Wednesday,17,10,0.01615,0,0
559,West,Billing,chat,Billing,2025-03-05 17:36:24,2025-03-05 17:41:49,31,294,0,0,resolved,4,C,0,5.88,0.0,0.1393,942,1,325,2025-03-05,Wednesday,17,10,0.0182,1,0
506,West,Tech,phone,Billing,2025-03-05 18:04:53,2025-03-05 18:07:12,18,121,0,0,resolved,4,B,0,2.42,0.0,0.1044,461,1,139,2025-03-05,Wednesday,18,10,0.01745,0,0
524,North,Tech,chat,Technical Support,2025-03-05 18:17:08,2025-03-05 18:19:59,9,162,0,0,callback,5,B,0,4.86,0.0,0.5723,1530,4,171,2025-03-05,Wednesday,18,10,0.01805,0,0
552,North,Billing,chat,Billing,2025-03-05 18:44:38,2025-03-05 18:47:23,67,94,4,0,resolved,4,B,0,1.88,0.0,0.1828,1347,3,165,2025-03-05,Wednesday,18,10,0.01605,0,0
523,East,Tech,chat,Billing,2025-03-05 18:50:50,2025-03-05 18:51:54,14,50,0,0,resolved,3,B,0,1.0,0.0,0.1775,1314,4,64,2025-03-05,Wednesday,18,10,0.01755,0,0
504,North,Tech,phone,Billing,2025-03-05 19:53:14,2025-03-05 19:55:45,61,89,1,0,resolved,4,B,0,1.78,0.0,0.3201,1307,2,151,2025-03-05,Wednesday,19,10,0.0171,0,0
520,North,Billing,phone,Retention,2025-03-05 19:55:09,2025-03-05 19:58:30,28,173,0,0,callback,5,B,0,4.61,0.0,0.2344,1866,1,201,2025-03-05,Wednesday,19,10,0.0132,1,0
549,South,Billing,phone,Billing,2025-03-05 20:10:50,2025-03-05 20:11:43,4,49,0,0,resolved,4,B,0,0.98,0.0,0.0347,308,3,53,2025-03-05,Wednesday,20,10,0.01715,0,0
